 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Actual T&C Date,Delivery Status,
"3984","02 11","QMS 02/11/06/025535","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK122","Klinik Kesihatan Kuala Rajang","Klinik Kesihatan Kuala Rajang  Daro  96250 Daro","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT027","NBE","SARAWAK","MUKAH","2018-02-05 09:00AM","2018-02-05 09:00AM","5035220018","08-02-2018","Products Installed",
"3985","02 11","QMS 02/11/06/025536","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK125","Klinik Kesihatan Tanjung Manis","Pen  Peg  Perubatan Y M  KK Tanjung Manis  Daro  96200Daro","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT032","NBE","SARAWAK","MUKAH","2018-02-05 09:00AM","2018-02-05 09:00AM","5035220193","08-02-2018","Products Installed",
"3986","02 11","QMS 02/11/06/025537","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK125","Klinik Kesihatan Tanjung Manis","Pen  Peg  Perubatan Y M  KK Tanjung Manis  Daro  96200Daro","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT033","NBE","SARAWAK","MUKAH","2018-02-05 09:00AM","2018-02-05 09:00AM","5035220197","08-02-2018","Products Installed",
"3987","02 11","QMS 02/11/06/025538","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK172","Klinik Kesihatan Nanga Jagau","Klinik Kesihatan Nanga Jagau  96700  Kanowit","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT048","NBE","SARAWAK","SIBU","2018-01-18 09:00AM","2018-01-18 09:00AM","5035220104","13-02-2018","Products Installed",
"3988","02 11","QMS 02/11/06/025539","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK172","Klinik Kesihatan Nanga Jagau","Klinik Kesihatan Nanga Jagau  96700  Kanowit","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT049","NBE","SARAWAK","SIBU","2018-01-18 09:00AM","2018-01-18 09:00AM","5035220041","13-02-2018","Products Installed",
"3989","02 11","QMS 02/11/06/025540","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK219","Klinik Kesihatan  Kampung Teh","Kampung Teh  96300  Dalat","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT052","NBE","SARAWAK","MUKAH","2018-02-05 9:00AM","2018-02-05 9:00AM","5035220198","08-02-2018","Products Installed",
"3990","02 11","QMS 02/11/06/025541","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK219","Klinik Kesihatan  Kampung Teh","Kampung Teh  96300  Dalat","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT053","NBE","SARAWAK","MUKAH","2018-02-05 9:00AM","2018-02-05 9:00AM","5035220194","08-02-2018","Products Installed",
"3991","02 11","QMS 02/11/06/025542","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK220","Klinik Kesihatan  Medong","Klinik Desa Medong  96300  Dalat","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT054","NBE","SARAWAK","MUKAH","2018-02-05 9:00AM","2018-02-05 9:00AM","5035220030","08-02-2018","Products Installed",
"3992","02 11","QMS 02/11/06/025543","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK220","Klinik Kesihatan  Medong","Klinik Desa Medong  96300  Dalat","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT055","NBE","SARAWAK","MUKAH","2018-02-05 9:00AM","2018-02-05 9:00AM","5035220014","08-02-2018","Products Installed",
"3993","02 11","QMS 02/11/06/025556","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK066","Klinik Kesihatan Batu Danau","Klinik Kesihatan Batu Danau  Limbang   98700  Limbang","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT140","NBE","SARAWAK","LIMBANG","2018-01-16 8:00AM","2018-01-16 8:00AM","5035220033","09-02-2018","Products Installed",
"3994","02 11","QMS 02/11/06/025557","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK066","Klinik Kesihatan Batu Danau","Klinik Kesihatan Batu Danau  Limbang   98700  Limbang","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT141","NBE","SARAWAK","LIMBANG","2018-01-16 8:00AM","2018-01-16 8:00AM","5035220038","09-02-2018","Products Installed",
"3995","02 11","QMS 02/11/06/025558","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK068","Klinik Kesihatan Nanga Medamit","Klinik Kesihatan Nanga Medamit  Limbang  98700  Limbang","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT142","NBE","SARAWAK","LIMBANG","2018-01-16 8:00AM","2018-01-16 8:00AM","5035220009","23-02-2018","Products Installed",
"3996","02 11","QMS 02/11/06/025559","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK068","Klinik Kesihatan Nanga Medamit","Klinik Kesihatan Nanga Medamit  Limbang  98700  Limbang","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT143","NBE","SARAWAK","LIMBANG","2018-01-16 8:00AM","2018-01-16 8:00AM","5035220025","23-02-2018","Products Installed",
"3997","02 11","QMS 02/11/06/025560","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK069","Klinik Kesihatan Nanga Merit","Klinik Kesihatan Nanga Merit  Limbang   98700 Limbang","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT144","NBE","SARAWAK","LIMBANG","2018-01-16 8:00AM","2018-01-16 8:00AM","5035220108","09-02-2018","Products Installed",
"3998","02 11","QMS 02/11/06/025561","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK069","Klinik Kesihatan Nanga Merit","Klinik Kesihatan Nanga Merit  Limbang   98700 Limbang","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT145","NBE","SARAWAK","LIMBANG","2018-01-16 8:00AM","2018-01-16 8:00AM","5035220066","09-02-2018","Products Installed",
"3999","02 11","QMS 02/11/06/025562","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK071","Klinik Kesihatan Ba Kelalan","Klinik Kesihatan Ba Kelalan  Limbang   98700  Limbang","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT146","NBE","SARAWAK","LIMBANG","2018-01-18 8:00AM","2018-01-18 8:00AM","5035220046","13-02-2018","Products Installed",
"4000","02 11","QMS 02/11/06/025563","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK071","Klinik Kesihatan Ba Kelalan","Klinik Kesihatan Ba Kelalan  Limbang   98700  Limbang","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT147","NBE","SARAWAK","LIMBANG","2018-01-18 8:00AM","2018-01-18 8:00AM","5035220024","13-02-2018","Products Installed",
"4001","02 11","QMS 02/11/06/025564","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK072","Klinik Kesihatan Kuala Lawas","Klinik Kesihatan Kuala Lawas  Kuala Lawas   98850  Lawas","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT148","NBE","SARAWAK","LIMBANG","2018-01-22 8:00AM","2018-01-22 8:00AM","5035220048","13-02-2018","Products Installed",
"4002","02 11","QMS 02/11/06/025565","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK074","Klinik Kesihatan Long Semadoh","Klinik Kesihatan Long Semadoh  98850  Lawas","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT149","NBE","SARAWAK","LIMBANG","2018-01-22 8:00AM","2018-01-22 8:00AM","5035220015","07-03-2018","Products Installed",
"4003","02 11","QMS 02/11/06/025566","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK074","Klinik Kesihatan Long Semadoh","Klinik Kesihatan Long Semadoh  98850  Lawas","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT150","NBE","SARAWAK","LIMBANG","2018-01-22 8:00AM","2018-01-22 8:00AM","5035220016","07-03-2018","Products Installed",
"4004","02 11","QMS 02/11/06/025567","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK075","Klinik Kesihatan Long Sukang","Klinik Kesihatan Long Sukang  Kg  Long Sukang  98850Lawas","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT151","NBE","SARAWAK","LIMBANG","2018-01-22 8:00AM","2018-01-22 8:00AM","5035220192","07-03-2018","Products Installed",
"4005","02 11","QMS 02/11/06/025568","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK075","Klinik Kesihatan Long Sukang","Klinik Kesihatan Long Sukang  Kg  Long Sukang  98850Lawas","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT152","NBE","SARAWAK","LIMBANG","2018-01-22 8:00AM","2018-01-22 8:00AM","5035220196","07-03-2018","Products Installed",
"4006","02 11","QMS 02/11/06/025569","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK077","Klinik Kesihatan Tang Lapadan","Klinik Kesihatan Tang Lapadan   Lawas   98850 Limbang","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT153","NBE","SARAWAK","LIMBANG","2018-02-01 8:00AM","2018-02-01 8:00AM","5035220061","09-02-2018","Products Installed",
"4007","02 11","QMS 02/11/06/025570","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK079","Klinik Kesihatan Sundar","Klinik Kesihatan Sundar   Lawas    98800  Lawas","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT154","NBE","SARAWAK","LIMBANG","2018-01-22 8:00AM","2018-01-22 8:00AM","5035220070","13-02-2018","Products Installed",
"4008","02 11","QMS 02/11/06/025571","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK079","Klinik Kesihatan Sundar","Klinik Kesihatan Sundar   Lawas    98800  Lawas","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT155","NBE","SARAWAK","LIMBANG","2018-01-22 8:00AM","2018-01-22 8:00AM","5035220004","13-02-2018","Products Installed",
"4009","02 11","QMS 02/11/06/025572","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK079","Klinik Kesihatan Sundar","Klinik Kesihatan Sundar   Lawas    98800  Lawas","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT156","NBE","SARAWAK","LIMBANG","2018-01-22 8:00AM","2018-01-22 8:00AM","5035220005","13-02-2018","Products Installed",
"4010","02 11","QMS 02/11/06/025573","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK080","Klinik Kesihatan Bandar Miri","Klinik Kesihatan Bandar Miri   Jalan Merbau  98000  Miri","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT157","NBE","SARAWAK","MIRI","2018-02-01 8:00AM","2018-02-01 8:00AM","5035220042","09-04-2018","Products Installed",
"4011","02 11","QMS 02/11/06/025574","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK081","Klinik Kesihatan Batu Niah","Klinik Kesihatan Batu Niah  P O  X 177  Batu Niah   98200  Miri","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT158","NBE","SARAWAK","MIRI","2018-02-01 8:00AM","2018-02-01 8:00AM","5035220049","23-02-2018","Products Installed",
"4012","02 11","QMS 02/11/06/025575","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK081","Klinik Kesihatan Batu Niah","Klinik Kesihatan Batu Niah  P O  X 177  Batu Niah   98200  Miri","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT159","NBE","SARAWAK","MIRI","2018-02-01 8:00AM","2018-02-01 8:00AM","5035220039","23-02-2018","Products Installed",
"4013","02 11","QMS 02/11/06/025576","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK083","Klinik Kesihatan Ladang Tiga","Klinik Kesihatan Ladang Tiga  Miri   98000 Miri","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT160","NBE","SARAWAK","MIRI","2018-02-01 8:00AM","2018-02-01 8:00AM","503522014","22-03-2018","Products Installed",
"4014","02 11","QMS 02/11/06/025577","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK083","Klinik Kesihatan Ladang Tiga","Klinik Kesihatan Ladang Tiga  Miri   98000 Miri","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT161","NBE","SARAWAK","MIRI","2018-02-01 8:00AM","2018-02-01 8:00AM","503522134","22-03-2018","Products Installed",
"4015","02 11","QMS 02/11/06/025578","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK181","Klinik Kesihatan Nanga Entalau","Klinik Kesihatan Nanga Entalau   95007  Sri Aman","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT214","NBE","SARAWAK","SRI AMAN","2018-01-24 8:00AM","2018-01-24 8:00AM","5035220043","23-02-2018","Products Installed",
"4016","02 11","QMS 02/11/06/025579","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK181","Klinik Kesihatan Nanga Entalau","Klinik Kesihatan Nanga Entalau   95007  Sri Aman","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT215","NBE","SARAWAK","SRI AMAN","2018-01-24 8:00AM","2018-01-24 8:00AM","5035220028","23-02-2018","Products Installed",
"4017","02 11","QMS 02/11/06/025580","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK182","Klinik Kesihatan Pantu","Klinik Kesihatan Pantu   95007  Sri Aman","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT216","NBE","SARAWAK","SRI AMAN","2018-01-25 8:00AM","2018-01-25 8:00AM","5035220064","05-03-2018","Products Installed",
"4018","02 11","QMS 02/11/06/025581","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK182","Klinik Kesihatan Pantu","Klinik Kesihatan Pantu   95007  Sri Aman","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT217","NBE","SARAWAK","SRI AMAN","2018-01-25 8:00AM","2018-01-25 8:00AM","5035220050","05-03-2018","Products Installed",
"4019","02 11","QMS 02/11/06/025582","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK183","Klinik Kesihatan Skrang","Klinik Kesihatan Skrang  95007  Sri Aman","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT218","NBE","SARAWAK","SRI AMAN","2018-01-25 8:00AM","2018-01-25 8:00AM","52497","23-02-2018","Products Installed",
"4020","02 11","QMS 02/11/06/025583","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK183","Klinik Kesihatan Skrang","Klinik Kesihatan Skrang  95007  Sri Aman","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT219","NBE","SARAWAK","SRI AMAN","2018-01-25 8:00AM","2018-01-25 8:00AM","1709036821","23-02-2018","Products Installed",
"4021","02 11","QMS 02/11/06/025584","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK184","Klinik Kesihatan Sri Aman","Klinik Kesihatan Sri Aman  95007  Sri Aman","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT220","NBE","SARAWAK","SRI AMAN","2018-01-25 8:00AM","2018-01-25 8:00AM","5035220069","23-02-2018","Products Installed",
"4022","02 11","QMS 02/11/06/025585","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK185","Klinik Kesihatan Tanjung Bijat","Klinik Kesihatan Tanjung Bijat  95007  Sri Aman","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT221","NBE","SARAWAK","SRI AMAN","2018-01-25 8:00AM","2018-01-25 8:00AM","5035220068","05-03-2018","Products Installed",
"4023","02 11","QMS 02/11/06/025586","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK186","Klinik Kesihatan Batang Ai","Klinik Kesihatan Batang Ai  95007  Sri Aman","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT222","NBE","SARAWAK","SRI AMAN","2018-01-24 8:00AM","2018-01-24 8:00AM","5035220047","23-02-2018","Products Installed",
"4024","02 11","QMS 02/11/06/025587","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SWK186","Klinik Kesihatan Batang Ai","Klinik Kesihatan Batang Ai  95007  Sri Aman","KK","Batch 6","East Malaysia","PO108524","2016-02-01","SWNOPT223","NBE","SARAWAK","SRI AMAN","2018-01-24 8:00AM","2018-01-24 8:00AM","5035220055","23-02-2018","Products Installed",
