 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Delivery Status,
"6147","08 01","QMS 08/01/03/014131","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial","a.max AM-1","Amalgamators","MLK155","Klinik Pergigian Di Klinik Kesihatn,Merlimau,","Merlimau  77300 Melaka","KK","Batch 3","SOUTHERN","PO107356","2016-09-01","MLPAMA033","PBE","MELAKA","JASIN","2017-03-27 11:00AM","2017-03-27 11:00AM","16L1581","Products Installed",
"6148","08 01","QMS 08/01/03/014132","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial","a.max AM-1","Amalgamators","MLK157","Klinik Pergigian Di Klinik Kesihatan,Selandar."," Selandar  77500 Melaka","KK","Batch 3","SOUTHERN","PO107356","2016-09-01","MLPAMA035","PBE","MELAKA","JASIN","2017-03-27 11:00AM","2017-03-27 11:00AM","1641579","Products Installed",
"6149","08 01","QMS 08/01/03/014153","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial","a.max AM-1","Amalgamators","MLK155","Klinik Pergigian Di Klinik Kesihatn,Merlimau,","Merlimau  77300 Melaka","KK","Batch 3","SOUTHERN","PO107356","2016-09-01","MLPAMA034","PBE","MELAKA","JASIN","2017-03-27 11:00AM","2017-03-27 11:00AM","16L1577","Products Installed",
"6150","08 01","QMS 08/01/03/014154","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial","a.max AM-1","Amalgamators","MLK157","Klinik Pergigian Di Klinik Kesihatan,Selandar."," Selandar  77500 Melaka","KK","Batch 3","SOUTHERN","PO107356","2016-09-01","MLPAMA036","PBE","MELAKA","JASIN","2017-03-27 11:00AM","2017-03-27 11:00AM","16L1578","Products Installed",
"6151","02 04","QMS 02/04/03/012816","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK179","Klinik Kesihatan Batu Lintang","Klinik Kesihatan Batu Lintang  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN302","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056893","Products Installed",
"6152","02 04","QMS 02/04/03/012817","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK179","Klinik Kesihatan Batu Lintang","Klinik Kesihatan Batu Lintang  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN303","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056876","Products Installed",
"6153","02 04","QMS 02/04/03/012818","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK181","Klinik Kesihatan Nanga Entalau","Klinik Kesihatan Nanga Entalau   95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN304","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056941","Products Installed",
"6154","02 04","QMS 02/04/03/012819","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK181","Klinik Kesihatan Nanga Entalau","Klinik Kesihatan Nanga Entalau   95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN305","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056918","Products Installed",
"6155","02 04","QMS 02/04/03/012820","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK182","Klinik Kesihatan Pantu","Klinik Kesihatan Pantu   95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN306","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056939","Products Installed",
"6156","02 04","QMS 02/04/03/012821","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK182","Klinik Kesihatan Pantu","Klinik Kesihatan Pantu   95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN307","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056927","Products Installed",
"6157","02 04","QMS 02/04/03/012822","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK182","Klinik Kesihatan Pantu","Klinik Kesihatan Pantu   95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN308","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056919","Products Installed",
"6158","02 04","QMS 02/04/03/012823","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK183","Klinik Kesihatan Skrang","Klinik Kesihatan Skrang  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN309","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056910","Products Installed",
"6159","02 04","QMS 02/04/03/012824","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK186","Klinik Kesihatan Batang Ai","Klinik Kesihatan Batang Ai  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN310","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056884","Products Installed",
"6160","02 04","QMS 02/04/03/012825","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK186","Klinik Kesihatan Batang Ai","Klinik Kesihatan Batang Ai  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN311","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056889","Products Installed",
"6161","02 04","QMS 02/04/03/012826","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK186","Klinik Kesihatan Batang Ai","Klinik Kesihatan Batang Ai  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN312","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056854","Products Installed",
"6162","02 04","QMS 02/04/03/012827","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK186","Klinik Kesihatan Batang Ai","Klinik Kesihatan Batang Ai  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN313","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056933","Products Installed",
"6163","02 04","QMS 02/04/03/012828","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK186","Klinik Kesihatan Batang Ai","Klinik Kesihatan Batang Ai  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN314","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056925","Products Installed",
"6164","02 04","QMS 02/04/03/012829","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK187","Klinik Kesihatan Engkilili","Klinik Kesihatan Engkilili  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN315","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056883","Products Installed",
"6165","02 04","QMS 02/04/03/012830","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK187","Klinik Kesihatan Engkilili","Klinik Kesihatan Engkilili  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN316","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056891","Products Installed",
"6166","02 04","QMS 02/04/03/012831","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK189","Klinik Kesihatan Merindun","Klinik Kesihatan Merindun  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN321","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056935","Products Installed",
"6167","02 04","QMS 02/04/03/012832","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK189","Klinik Kesihatan Merindun","Klinik Kesihatan Merindun  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN322","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056936","Products Installed",
"6168","02 04","QMS 02/04/03/012833","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK190","Klinik Kesihatan Nanga Kesit","Klinik Kesihatan Nanga Kesit  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN323","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056887","Products Installed",
"6169","02 04","QMS 02/04/03/012834","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK190","Klinik Kesihatan Nanga Kesit","Klinik Kesihatan Nanga Kesit  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN324","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","305622","Products Installed",
"6170","02 04","QMS 02/04/03/012835","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK191","Klinik Kesihatan Nanga Patoh","Klinik Kesihatan Nanga Patoh 95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN325","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","305631","Products Installed",
"6171","02 04","QMS 02/04/03/012836","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK192","Klinik Kesihatan Nanga Delok","Klinik Kesihatan Nanga Delok  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN326","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056940","Products Installed",
"6172","02 04","QMS 02/04/03/012837","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK193","Klinik Kesihatan Nanga Stamang","Klinik Kesihatan Nanga Stamang  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN327","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056929","Products Installed",
"6173","02 04","QMS 02/04/03/012838","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK193","Klinik Kesihatan Nanga Stamang","Klinik Kesihatan Nanga Stamang  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN328","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056928","Products Installed",
"6174","02 04","QMS 02/04/03/012839","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","SWK193","Klinik Kesihatan Nanga Stamang","Klinik Kesihatan Nanga Stamang  95007  Sri Aman","KK","Batch 3","East Malaysia","PO106368","2016-09-01","SWPSPN329","PBE","SARAWAK","SRI AMAN","2017-03-27 10:00AM","2017-03-27 10:00AM","3056895","Products Installed",
"6175","05 14","QMS 05/14/03/07122","SUP001","ALAM MEDIK SDN BHD ","medicalservice@chemopharm.com.my","2nd FLOOR WISMA PRIMA ,
17 JALAN SRI SEMANTAN SATU
DAMANSARA HEIGHTS
50490 KUALA LUMPUR
","Mohd Shazuan Hj Mohd Azman","Analyzers, Laboratory, Glycated Hemoglobin (LIS)","Bio-Rad Laboratories  and Chemoinformatics","D-10 Bio-Rad and Chemolims","Analyzers, Laboratory, Glycated Hemoglobin (LIS)","JHR006","Klinik Kesihatan Parit Sulong","Pekan Parit Sulong  Jalan Muar  83500 Batu Pahat  Johor","KK","Batch 3","SOUTHERN","PO106702","2016-09-01","JHNANT015","NBE","JOHOR","BATU PAHAT","2017-03-26 12:00PM","2017-03-26 12:00PM","DJ106702","Products Installed",
"6176","05 10","QMS 05/10/03/08434","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Hettich","EBA 280","Centrifuges, Tabletop Serofuge","JHR023","Klinik Kesihatan Gelang Patah","Jalan Besar  Gelang Patah Johor  Bahru  81550","KK","Batch 3","SOUTHERN","TPO0510","2017-02-01","JHNCES008","NBE","JOHOR","JOHOR BAHRU","2017-03-26 10:00AM","2017-03-26 10:00AM","0000776-03","Products Installed",
"6177","05 10","QMS 05/10/03/08435","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Hettich","EBA 280","Centrifuges, Tabletop Serofuge","JHR024","Klinik Kesihatan Majidee","Jalan Tebrau  Johor   Bahru Johor  Bahru  81100","KK","Batch 3","SOUTHERN","TPO0510","2017-02-01","JHNCES009","NBE","JOHOR","JOHOR BAHRU","2017-03-26 2:30PM","2017-03-26 2:30PM","0000764-03","Products Installed",
"6178","05 05","QMS 05/05/03/09858","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Mixers","Gemmy Industrial Corp","VRN-480","Mixers","JHR080","Klinik Kesihatan Batu Anam","Batu Anam 85100  Segamat","KK","Batch 3","SOUTHERN","PO106887","2016-09-01","JHPMIX029","PBE","JOHOR","SEGAMAT","2017-03-26 8:00AM","2017-03-26 8:00AM","1615558","Products Installed",
"6179","01 10","QMS 01/10/03/09960","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Analyzers, laboratory, Breath, Carbon Monoxide","Senko Co. Ltd.","BMC-2000","Analyzers, laboratory, Breath, Carbon Monoxide","JHR079","Klinik Kesihatan Bandar Putra","Jalan Genuang  Bandar Putra 85000 Segamat","KK","Batch 3","SOUTHERN","PO106848","2016-09-01","JHNANX006","NBE","JOHOR","SEGAMAT","2017-03-26 11:30AM","2017-03-26 11:30AM","SG1028055","Products Installed",
"6180","07 09","QMS 07/09/03/09992","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Pump, Pharmacy","Guangzhou Four E Scientific","TD-BD-03","Pump, Pharmacy","JHR079","Klinik Kesihatan Bandar Putra","Jalan Genuang  Bandar Putra 85000 Segamat","KK","Batch 3","SOUTHERN","PO106897","2016-09-01","JHPPUP011","PBE","JOHOR","SEGAMAT","2017-03-26 11:30AM","2017-03-26 11:30AM","17101216","Products Installed",
"6181","05 04","QMS 05/04/03/011438","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","JHR085","Klinik Kesihatan Pemanis","Pemanis  85009 Segamat","KK","Batch 3","SOUTHERN","PO106892","2016-09-01","JHNROT003","NBE","JOHOR","SEGAMAT","2017-03-26 10:00AM","2017-03-26 10:00AM","1615328","Products Installed",
"6182","05 04","QMS 05/04/03/011439","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","JHR088","Klinik Kesihatan Pekan Air Panas","Pekan Air Panas  85300 Segamat","KK","Batch 3","SOUTHERN","PO106892","2016-09-01","JHNROT004","NBE","JOHOR","SEGAMAT","2017-03-26 2:30PM","2017-03-26 2:30PM","1615327","Products Installed",
"6183","01 07","QMS 01/07/03/012233","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX-Pari","Nebulizers, Nonheated","JHR056","Klinik Kesihatan Gersik","Klinik Kesihatan Gersik  84700 Gersik  Ledang","KK","Batch 3","SOUTHERN","PO106624","2016-09-01","JHPNEN054","PBE","JOHOR","LEDANG","2017-03-26 8:30AM","2017-03-26 8:30AM","2W16101222","Products Installed",
"6184","01 07","QMS 01/07/03/012236","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX-Pari","Nebulizers, Nonheated","JHR064","Klinik Kesihatan Kenangan Tun Dr. Ismail","Batu 6 Bakri 84200  Muar","KK","Batch 3","SOUTHERN","PO106624","2016-09-01","JHPNEN055","PBE","JOHOR","MUAR","2017-03-26 10:00AM","2017-03-26 10:00AM","2W161012","Products Installed",
"6185","01 07","QMS 01/07/03/012239","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX-Pari","Nebulizers, Nonheated","JHR084","Klinik Kesihatan Jementah","Jalan Muar  Jementah 85200  Segamat","KK","Batch 3","SOUTHERN","PO106624","2016-09-01","JHPNEN058","PBE","JOHOR","SEGAMAT","2017-03-26 12:30PM","2017-03-26 12:30PM","2W16101435","Products Installed",
"6186","07 04","QMS 07/04/03/07521","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rerigerators, Laboratory (High)","Daihan Labtech Co Ltd","LCV-203GR","Rerigerators, Laboratory (High)","SLR044","Klinik Kesihatan Kelana Jaya","Lot 38294  Jalan Ss 6 3A  47301 Petaling Jaya  Selangor","KK","Batch 3","CENTRAL","PO106898","2016-09-01","SLNREH011","NBE","SELANGOR","PETALING","2017-03-24 9:30AM","2017-03-24 9:30AM","2016121950BQ","Products Installed",
"6187","06 04","QMS 06/04/03/07589","SUP006","BTL INDUSTRIES MALAYSIA SDN BHD","chessy@btlmalaysia.com.my","No. 231 JALAN PJU 1/41 DATARAN PRIMA 47301 PETALING JAYA","Ms Chessy Patricia","Exercisers, Continuous Passive motion","BTL Industries Limited","BTL CP Motion K Pro","Exercisers, Continuous Passive motion","PRK051","Klinik Kesihatan Kamunting","Jln  Kg  Expo  34600  Larut Matang Selama","KK","Batch 3","NORTHERN","PO106559","2016-09-01","PRNEXC005","NBE","PERAK","LARUT MATANG SELAMA","2017-03-24 10:00AM","2017-03-24 10:00AM","09300B000431","Products Installed",
"6188","07 06B","QMS 07/06B/03/07855","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Elec)","Dometic,Luxemberg","TCW3000AC","Freezers, laboratory Vaccine (Elec)","SLR009","Klinik Kesihatan Batu 9","Batu 9 Cheras  43200 Cheras  Selangor ","KK","Batch 3","CENTRAL","PO106895","2016-09-01","SLNFRV122","NBE","SELANGOR","HULU LANGAT","2017-03-24 9:00AM","2017-03-24 9:00AM","7034264","Products Installed",
"6189","07 06B","QMS 07/06B/03/07856","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Elec)","Dometic,Luxemberg","TCW3000AC","Freezers, laboratory Vaccine (Elec)","SLR009","Klinik Kesihatan Batu 9","Batu 9 Cheras  43200 Cheras  Selangor ","KK","Batch 3","CENTRAL","PO106895","2016-09-01","SLNFRV123","NBE","SELANGOR","HULU LANGAT","2017-03-24 9:00AM","2017-03-24 9:00AM","7034318","Products Installed",
