BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
JHPSPL005,SPIROMETERS| LOW,JHR003,KESIHATAN,BATU PAHAT,JOHOR,DEA,ACT
SLPSPL118,SPIROMETERS| LOW,SLR045,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL119,SPIROMETERS| LOW,SLR045,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL122,SPIROMETERS| LOW,SLR046,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL123,SPIROMETERS| LOW,SLR046,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL124,SPIROMETERS| LOW,SLR046,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL132,SPIROMETERS| LOW,SLR047,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL133,SPIROMETERS| LOW,SLR047,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL134,SPIROMETERS| LOW,SLR047,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL137,SPIROMETERS| LOW,SLR053,KESIHATAN,SEPANG,SELANGOR,DEA,ACT
SLPSPL145,SPIROMETERS| LOW,SLR054,KESIHATAN,SEPANG,SELANGOR,DEA,ACT
SLPSPL146,SPIROMETERS| LOW,SLR054,KESIHATAN,SEPANG,SELANGOR,DEA,ACT
SLPSPL147,SPIROMETERS| LOW,SLR054,KESIHATAN,SEPANG,SELANGOR,DEA,ACT
SLPSPL148,SPIROMETERS| LOW,SLR054,KESIHATAN,SEPANG,SELANGOR,DEA,ACT
SLPSPL154,SPIROMETERS| LOW,SLR186,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL155,SPIROMETERS| LOW,SLR186,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL156,SPIROMETERS| LOW,SLR186,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL157,SPIROMETERS| LOW,SLR186,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL158,SPIROMETERS| LOW,SLR186,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL159,SPIROMETERS| LOW,SLR186,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL160,SPIROMETERS| LOW,SLR186,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL165,SPIROMETERS| LOW,SLR364,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL166,SPIROMETERS| LOW,SLR364,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL167,SPIROMETERS| LOW,SLR364,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL168,SPIROMETERS| LOW,SLR364,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL169,SPIROMETERS| LOW,SLR364,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL172,SPIROMETERS| LOW,SLR394,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL173,SPIROMETERS| LOW,SLR394,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL174,SPIROMETERS| LOW,SLR394,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL175,SPIROMETERS| LOW,SLR394,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL181,SPIROMETERS| LOW,SLR002,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL182,SPIROMETERS| LOW,SLR002,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL183,SPIROMETERS| LOW,SLR002,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL184,SPIROMETERS| LOW,SLR002,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL185,SPIROMETERS| LOW,SLR002,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL186,SPIROMETERS| LOW,SLR002,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL189,SPIROMETERS| LOW,SLR007,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL190,SPIROMETERS| LOW,SLR007,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL191,SPIROMETERS| LOW,SLR007,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL192,SPIROMETERS| LOW,SLR007,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL193,SPIROMETERS| LOW,SLR007,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL194,SPIROMETERS| LOW,SLR007,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL197,SPIROMETERS| LOW,SLR013,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL198,SPIROMETERS| LOW,SLR013,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL199,SPIROMETERS| LOW,SLR013,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL205,SPIROMETERS| LOW,SLR015,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL206,SPIROMETERS| LOW,SLR015,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL207,SPIROMETERS| LOW,SLR015,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL213,SPIROMETERS| LOW,SLR017,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL221,SPIROMETERS| LOW,SLR021,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL222,SPIROMETERS| LOW,SLR021,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL223,SPIROMETERS| LOW,SLR021,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL224,SPIROMETERS| LOW,SLR021,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL230,SPIROMETERS| LOW,SLR031,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL231,SPIROMETERS| LOW,SLR031,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL232,SPIROMETERS| LOW,SLR031,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL233,SPIROMETERS| LOW,SLR031,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL234,SPIROMETERS| LOW,SLR031,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL235,SPIROMETERS| LOW,SLR031,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL238,SPIROMETERS| LOW,SLR032,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL239,SPIROMETERS| LOW,SLR032,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL240,SPIROMETERS| LOW,SLR032,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL241,SPIROMETERS| LOW,SLR032,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL242,SPIROMETERS| LOW,SLR032,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL243,SPIROMETERS| LOW,SLR032,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL246,SPIROMETERS| LOW,SLR034,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL247,SPIROMETERS| LOW,SLR034,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL248,SPIROMETERS| LOW,SLR034,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL249,SPIROMETERS| LOW,SLR034,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL250,SPIROMETERS| LOW,SLR034,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL251,SPIROMETERS| LOW,SLR034,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL254,SPIROMETERS| LOW,SLR039,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL255,SPIROMETERS| LOW,SLR039,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL256,SPIROMETERS| LOW,SLR039,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL257,SPIROMETERS| LOW,SLR039,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL258,SPIROMETERS| LOW,SLR039,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL259,SPIROMETERS| LOW,SLR039,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL262,SPIROMETERS| LOW,SLR048,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL263,SPIROMETERS| LOW,SLR048,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL264,SPIROMETERS| LOW,SLR048,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL265,SPIROMETERS| LOW,SLR048,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL266,SPIROMETERS| LOW,SLR048,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL267,SPIROMETERS| LOW,SLR048,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL270,SPIROMETERS| LOW,SLR055,KESIHATAN,SEPANG,SELANGOR,DEA,ACT
SLPSPL278,SPIROMETERS| LOW,SLR392,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL279,SPIROMETERS| LOW,SLR392,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL280,SPIROMETERS| LOW,SLR392,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL285,SPIROMETERS| LOW,SLR011,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL286,SPIROMETERS| LOW,SLR011,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL287,SPIROMETERS| LOW,SLR011,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL288,SPIROMETERS| LOW,SLR011,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL293,SPIROMETERS| LOW,SLR027,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL295,SPIROMETERS| LOW,SLR030,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL296,SPIROMETERS| LOW,SLR030,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL297,SPIROMETERS| LOW,SLR030,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL298,SPIROMETERS| LOW,SLR030,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL299,SPIROMETERS| LOW,SLR030,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL300,SPIROMETERS| LOW,SLR030,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL302,SPIROMETERS| LOW,SLR035,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL303,SPIROMETERS| LOW,SLR035,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL304,SPIROMETERS| LOW,SLR035,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL305,SPIROMETERS| LOW,SLR035,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL306,SPIROMETERS| LOW,SLR035,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL308,SPIROMETERS| LOW,SLR040,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL309,SPIROMETERS| LOW,SLR040,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL310,SPIROMETERS| LOW,SLR040,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL311,SPIROMETERS| LOW,SLR040,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL312,SPIROMETERS| LOW,SLR040,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL314,SPIROMETERS| LOW,SLR052,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL315,SPIROMETERS| LOW,SLR052,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL316,SPIROMETERS| LOW,SLR052,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL317,SPIROMETERS| LOW,SLR052,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL318,SPIROMETERS| LOW,SLR052,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL319,SPIROMETERS| LOW,SLR052,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL320,SPIROMETERS| LOW,SLR016,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL321,SPIROMETERS| LOW,SLR016,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL323,SPIROMETERS| LOW,SLR018,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL324,SPIROMETERS| LOW,SLR018,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL326,SPIROMETERS| LOW,SLR019,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL327,SPIROMETERS| LOW,SLR019,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL329,SPIROMETERS| LOW,SLR020,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL330,SPIROMETERS| LOW,SLR020,KESIHATAN,HULU SELANGOR,SELANGOR,DEA,ACT
SLPSPL332,SPIROMETERS| LOW,SLR023,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL333,SPIROMETERS| LOW,SLR023,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL334,SPIROMETERS| LOW,SLR023,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL335,SPIROMETERS| LOW,SLR023,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL336,SPIROMETERS| LOW,SLR023,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL337,SPIROMETERS| LOW,SLR023,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL338,SPIROMETERS| LOW,SLR023,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL339,SPIROMETERS| LOW,SLR026,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL340,SPIROMETERS| LOW,SLR026,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL341,SPIROMETERS| LOW,SLR026,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL342,SPIROMETERS| LOW,SLR028,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL343,SPIROMETERS| LOW,SLR028,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL344,SPIROMETERS| LOW,SLR028,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL345,SPIROMETERS| LOW,SLR028,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL346,SPIROMETERS| LOW,SLR028,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL347,SPIROMETERS| LOW,SLR028,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL348,SPIROMETERS| LOW,SLR029,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL349,SPIROMETERS| LOW,SLR029,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL350,SPIROMETERS| LOW,SLR029,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL351,SPIROMETERS| LOW,SLR029,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL352,SPIROMETERS| LOW,SLR029,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL353,SPIROMETERS| LOW,SLR029,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL354,SPIROMETERS| LOW,SLR033,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL355,SPIROMETERS| LOW,SLR033,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL356,SPIROMETERS| LOW,SLR036,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL357,SPIROMETERS| LOW,SLR036,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL358,SPIROMETERS| LOW,SLR036,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL359,SPIROMETERS| LOW,SLR037,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL360,SPIROMETERS| LOW,SLR037,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL361,SPIROMETERS| LOW,SLR037,KESIHATAN,KUALA LANGAT,SELANGOR,DEA,ACT
SLPSPL362,SPIROMETERS| LOW,SLR038,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL363,SPIROMETERS| LOW,SLR038,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL364,SPIROMETERS| LOW,SLR038,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL365,SPIROMETERS| LOW,SLR041,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL366,SPIROMETERS| LOW,SLR041,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL367,SPIROMETERS| LOW,SLR041,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL368,SPIROMETERS| LOW,SLR049,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL369,SPIROMETERS| LOW,SLR049,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL370,SPIROMETERS| LOW,SLR050,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL371,SPIROMETERS| LOW,SLR050,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL372,SPIROMETERS| LOW,SLR050,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL373,SPIROMETERS| LOW,SLR051,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL374,SPIROMETERS| LOW,SLR051,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL375,SPIROMETERS| LOW,SLR051,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL376,SPIROMETERS| LOW,SLR100,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL377,SPIROMETERS| LOW,SLR100,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL378,SPIROMETERS| LOW,SLR100,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL379,SPIROMETERS| LOW,SLR150,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL380,SPIROMETERS| LOW,SLR150,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL382,SPIROMETERS| LOW,SLR179,KESIHATAN,SEPANG,SELANGOR,DEA,ACT
SLPSPL383,SPIROMETERS| LOW,SLR179,KESIHATAN,SEPANG,SELANGOR,DEA,ACT
SLPSPL387,SPIROMETERS| LOW,SLR191,KESIHATAN,SABAK BERNAM,SELANGOR,DEA,ACT
SLPSPL388,SPIROMETERS| LOW,SLR365,KESIHATAN,KUALA SELANGOR,SELANGOR,DEA,ACT
SLPSPL389,SPIROMETERS| LOW,SLR382,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL392,SPIROMETERS| LOW,SLR385,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL396,SPIROMETERS| LOW,SLR391,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL397,SPIROMETERS| LOW,SLR393,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL398,SPIROMETERS| LOW,SLR393,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SWPSPL043,SPIROMETERS| LOW,SWK015,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL044,SPIROMETERS| LOW,SWK015,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL045,SPIROMETERS| LOW,SWK015,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL046,SPIROMETERS| LOW,SWK015,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL047,SPIROMETERS| LOW,SWK015,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL048,SPIROMETERS| LOW,SWK015,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL049,SPIROMETERS| LOW,SWK015,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL050,SPIROMETERS| LOW,SWK016,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL051,SPIROMETERS| LOW,SWK016,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL052,SPIROMETERS| LOW,SWK017,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL053,SPIROMETERS| LOW,SWK017,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL054,SPIROMETERS| LOW,SWK018,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL055,SPIROMETERS| LOW,SWK018,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL056,SPIROMETERS| LOW,SWK018,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL057,SPIROMETERS| LOW,SWK019,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL058,SPIROMETERS| LOW,SWK020,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL059,SPIROMETERS| LOW,SWK020,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL060,SPIROMETERS| LOW,SWK021,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL061,SPIROMETERS| LOW,SWK021,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL062,SPIROMETERS| LOW,SWK022,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL063,SPIROMETERS| LOW,SWK022,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL064,SPIROMETERS| LOW,SWK023,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL065,SPIROMETERS| LOW,SWK026,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL066,SPIROMETERS| LOW,SWK027,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL067,SPIROMETERS| LOW,SWK027,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL068,SPIROMETERS| LOW,SWK028,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL069,SPIROMETERS| LOW,SWK028,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL070,SPIROMETERS| LOW,SWK029,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL071,SPIROMETERS| LOW,SWK029,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL072,SPIROMETERS| LOW,SWK030,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL073,SPIROMETERS| LOW,SWK030,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL074,SPIROMETERS| LOW,SWK031,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL075,SPIROMETERS| LOW,SWK031,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL076,SPIROMETERS| LOW,SWK032,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL077,SPIROMETERS| LOW,SWK032,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL078,SPIROMETERS| LOW,SWK033,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL079,SPIROMETERS| LOW,SWK033,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL080,SPIROMETERS| LOW,SWK034,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL081,SPIROMETERS| LOW,SWK034,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL082,SPIROMETERS| LOW,SWK035,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL083,SPIROMETERS| LOW,SWK035,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL084,SPIROMETERS| LOW,SWK036,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL085,SPIROMETERS| LOW,SWK036,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL086,SPIROMETERS| LOW,SWK037,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL087,SPIROMETERS| LOW,SWK037,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL088,SPIROMETERS| LOW,SWK038,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL089,SPIROMETERS| LOW,SWK038,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL090,SPIROMETERS| LOW,SWK039,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL091,SPIROMETERS| LOW,SWK039,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL092,SPIROMETERS| LOW,SWK039,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL093,SPIROMETERS| LOW,SWK039,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL094,SPIROMETERS| LOW,SWK039,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL095,SPIROMETERS| LOW,SWK039,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL096,SPIROMETERS| LOW,SWK039,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL097,SPIROMETERS| LOW,SWK039,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL098,SPIROMETERS| LOW,SWK040,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL099,SPIROMETERS| LOW,SWK040,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL100,SPIROMETERS| LOW,SWK040,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL101,SPIROMETERS| LOW,SWK041,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL102,SPIROMETERS| LOW,SWK041,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL103,SPIROMETERS| LOW,SWK042,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL104,SPIROMETERS| LOW,SWK042,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL105,SPIROMETERS| LOW,SWK043,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL106,SPIROMETERS| LOW,SWK043,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL107,SPIROMETERS| LOW,SWK044,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL108,SPIROMETERS| LOW,SWK044,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
