 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Delivery Status,
"1930","09 05","QMS 09/05/04/014510","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Induction Burner, Wax","Amann Girrbach","NO FLAME PLUS","Induction Burner, Wax","JHR480","Klinik Pergigian Di Klinik Kesihatan Labis","Klinik Kesihatan Labis  Labis 85300  Segamat","KK","Batch 4","SOUTHERN","PO106714","2016-09-01","JHNINB064","NBE","JOHOR","SEGAMAT","2017-06-18 9:00AM","2017-06-18 9:00AM","AAC08290","Products Installed",
"1931","09 05","QMS 09/05/04/014511","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Induction Burner, Wax","Amann Girrbach","NO FLAME PLUS","Induction Burner, Wax","JHR480","Klinik Pergigian Di Klinik Kesihatan Labis","Klinik Kesihatan Labis  Labis 85300  Segamat","KK","Batch 4","SOUTHERN","PO106714","2016-09-01","JHNINB065","NBE","JOHOR","SEGAMAT","2017-06-18 9:00AM","2017-06-18 9:00AM","AAC08289","Products Installed",
"1932","09 05","QMS 09/05/04/014512","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Induction Burner, Wax","Amann Girrbach","NO FLAME PLUS","Induction Burner, Wax","JHR481","Klinik Pergigian Di Klinik Kesihatan Pekan Air Panas","Klinik Kesihatan Pekan Air Panas  Pekan Air Panas  85300 Segamat","KK","Batch 4","SOUTHERN","PO106714","2016-09-01","JHNINB066","NBE","JOHOR","SEGAMAT","2017-06-18 10:00AM","2017-06-18 10:00AM","AAC08291","Products Installed",
"1933","09 05","QMS 09/05/04/014513","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Induction Burner, Wax","Amann Girrbach","NO FLAME PLUS","Induction Burner, Wax","JHR481","Klinik Pergigian Di Klinik Kesihatan Pekan Air Panas","Klinik Kesihatan Pekan Air Panas  Pekan Air Panas  85300 Segamat","KK","Batch 4","SOUTHERN","PO106714","2016-09-01","JHNINB067","NBE","JOHOR","SEGAMAT","2017-06-18 10:00AM","2017-06-18 10:00AM","AAC08292","Products Installed",
"1934","02 04","QMS 02/04/04/017077","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PNG005","Klinik Kesihatan Bukit Panchor","Bukit Panchor 14300 Nibong Tebal","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PNPSPN072","PBE","PULAU PINANG","SEBERANG PERAI SELATAN","2017-06-16 11:00AM","2017-06-16 11:00AM","3093985","Products Installed",
"1935","02 04","QMS 02/04/04/017078","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PNG006","Klinik Kesihatan Nibong Tebal","Nibong Tebal 14300 Nibong Tebal","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PNPSPN075","PBE","PULAU PINANG","SEBERANG PERAI SELATAN","2017-06-16 10:00AM","2017-06-16 10:00AM","3093964","Products Installed",
"1936","05 10","QMS 05/10/04/017492","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","PNG008","Klinik Kesihatan Berapit","Jalan Berapit 14000 Bkt Mertajam","KK","Batch 4","NORTHERN","PO108230","2017-02-01","PNNCES009","NBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-06-16 10:00AM","2017-06-16 10:00AM","0000830-03","Products Installed",
"1937","05 10","QMS 05/10/04/017522","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","SLR031","Klinik Kesihatan Jenjarom","Jalan Kampung Jenjarom  Banting  42600 Kuala Langat  Selangor ","KK","Batch 4","CENTRAL","PO108230","2017-02-01","SLNCES036","NBE","SELANGOR","KUALA LANGAT","2017-06-16 11:00AM","2017-06-16 11:00AM","0000858","Products Installed",
"1938","05 10","QMS 05/10/04/017524","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","SLR032","Klinik Kesihatan Teluk Datok","Jln Pegawai  42700 Banting  Selangor ","KK","Batch 4","CENTRAL","PO108230","2017-02-01","SLNCES037","NBE","SELANGOR","KUALA LANGAT","2017-06-16 2:00PM","2017-06-16 2:00PM","0000849-03","Products Installed",
"1939","08 01","QMS 08/01/04/015400","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial Co.Ltd","Amax AM-1","Amalgamators","SLR222","Klinik Pergigian Di Klinik Kesihatan Kapar","D A Pusat Kesihatan Kapar  Jalan Klinik  42200 Kapar  Klang  Selangor ","KK","Batch 4","CENTRAL","PO107356","2016-09-01","SLPAMA051","PBE","SELANGOR","KLANG","2017-06-16 9:30AM","2017-06-16 9:30AM","16L1379","Products Installed",
"1940","08 01","QMS 08/01/04/015399","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial Co.Ltd","Amax AM-1","Amalgamators","SLR222","Klinik Pergigian Di Klinik Kesihatan Kapar","D A Pusat Kesihatan Kapar  Jalan Klinik  42200 Kapar  Klang  Selangor ","KK","Batch 4","CENTRAL","PO107356","2016-09-01","SLPAMA050","PBE","SELANGOR","KLANG","2017-06-16 9:00AM","2017-06-16 9:00AM","16L1378","Products Installed",
"1941","08 01","QMS 08/01/04/015406","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial Co.Ltd","Amax AM-1","Amalgamators","SLR193","Klinik Pergigian Di Klinik Kesihatan Sabak Bernam","Jalan Haji Ismai Sabak  45200 Sabak Bernam  Selangor ","KK","Batch 4","CENTRAL","PO107356","2016-09-01","SLPAMA031","PBE","SELANGOR","SABAK BERNAM","2017-06-16 9:00AM","2017-06-16 9:00AM","16L1385","Products Installed",
"1942","08 01","QMS 08/01/04/015405","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial Co.Ltd","Amax AM-1","Amalgamators","SLR193","Klinik Pergigian Di Klinik Kesihatan Sabak Bernam","Jalan Haji Ismai Sabak  45200 Sabak Bernam  Selangor ","KK","Batch 4","CENTRAL","PO107356","2016-09-01","SLPAMA030","PBE","SELANGOR","SABAK BERNAM","2017-06-16 9:30AM","2017-06-16 9:30AM","16L1384","Products Installed",
"1943","09 08","QMS 09/08/04/014529","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Light Polymerisation Unit","Motion Dental Equipment Corporation","BLUE-LUX K9","Light Polymerisation Unit","SWK445","Klinik Pergigian Di Klinik Kesihatan Bintulu","Klinik Kesihatan Bintulu  Lebuh Raya Abang Galau Bintulu 97000  Bintulu","KK","Batch 4","East Malaysia","PO106734","2016-09-01","SWPLIP004","PBE","SARAWAK","BINTULU","2017-06-16 9:00AM","2017-06-16 9:00AM","170217036","Products Installed",
"1944","09 07","QMS 09/07/04/014297","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Baths, Paraffin, Dental","Renfert GmbH","HOTTY LED","Baths, Paraffin, Dental","JHR545","Klinik Pergigian Di Klinik Kesihatan Kulai Besar","Batu 19  Jalan Air Hitam  81000 Kulai Jaya  Johor","KK","Batch 4","SOUTHERN","PO106676","2016-09-01","JHPBAD035","PBE","JOHOR","KULAI JAYA","2017-06-15 12:00PM","2017-06-15 12:00PM","A1256481","Products Installed",
"1945","09 07","QMS 09/07/04/014298","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Baths, Paraffin, Dental","Renfert GmbH","HOTTY LED","Baths, Paraffin, Dental","JHR400","Klinik Pergigian Poliklinik Komuniti, Bandar Maharani, Muar","Poliklinik Komuniti  Jalan Temenggung Ahmad  Bandar Maharani  84010 Muar  Johor","KK","Batch 4","SOUTHERN","PO106676","2016-09-01","JHPBAD011","PBE","JOHOR","MUAR","2017-06-15 3:30PM","2017-06-15 3:30PM","A1256508","Products Installed",
"1946","09 16","QMS 09/16/04/014299","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Ultracompact Dust Collector","Renfert GmbH","Vortex Compact","Ultracompact Dust Collector","JHR359","Klinik Pergigian Jalan Abdul Samad","80100  Johor Bahru  Johor","KK","Batch 4","SOUTHERN","PO106673","2016-09-01","JHNULD001","NBE","JOHOR","JOHOR BAHRU","2017-06-15 10:00AM","2017-06-15 10:00AM","A11100","Products Installed",
"1947","08 04","QMS 08/04/04/014486","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Electrosurgical Units","Parkell Inc","SENSIMATIC 700SE","Electrosurgical Units","SLR279","Klinik Pergigian Di Klinik Kesihatan Taman Ehsan","Jalan E4 16  Taman Ehsan  Kepong  51000 Kuala Lumpur","KK","Batch 4","CENTRAL","PO106847","2016-09-01","SLNELU003","NBE","SELANGOR","GOMBAK","2017-06-15 11:00AM","2017-06-15 11:00AM","72019","Products Installed",
"1948","02 04","QMS 02/04/04/017086","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PNG027","Klinik Kesihatan  Bandar Baru Air Itam, Timur Laut","No 8 Jalan Angsana  Bandar Baru Air Itam  Pulau Pinang11500 Bdr Baru Air Itam","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PNPSPN130","PBE","PULAU PINANG","TIMUR LAUT","2017-06-15 11:00AM","2017-06-15 11:00AM","3093967","Products Installed",
"1949","02 04","QMS 02/04/04/017087","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PNG019","Klinik Kesihatan Air Itam","Jalan Bukit Bendera 11500 Bdr Air Itam","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PNPSPN112","PBE","PULAU PINANG","TIMUR LAUT","2017-06-15 10:00AM","2017-06-15 10:00AM","3094100","Products Installed",
"1950","05 10","QMS 05/10/04/017490","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","PNG004","Klinik Kesihatan Bandar Tasek Mutiara","Jalan Besar  14100 Simpang Ampat","KK","Batch 4","NORTHERN","PO108230","2017-02-01","PNNCES007","NBE","PULAU PINANG","SEBERANG PERAI SELATAN","2017-06-15 9:00AM","2017-06-15 9:00AM","0000917-03","Products Installed",
"1951","05 10","QMS 05/10/04/017491","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","PNG005","Klinik Kesihatan Bukit Panchor","Bukit Panchor 14300 Nibong Tebal","KK","Batch 4","NORTHERN","PO108230","2017-02-01","PNNCES008","NBE","PULAU PINANG","SEBERANG PERAI SELATAN","2017-06-15 11:00AM","2017-06-15 11:00AM","0000834-03","Products Installed",
"1952","05 10","QMS 05/10/04/017523","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","SLR030","Klinik Kesihatan Kampung Bandar","Bukit Chodoi 42700 Banting  Selangor ","KK","Batch 4","CENTRAL","PO108230","2017-02-01","SLNCES035","NBE","SELANGOR","KUALA LANGAT","2017-06-15 2:00PM","2017-06-15 2:00PM","00000819-02","Products Installed",
"1953","05 10","QMS 05/10/04/017525","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","SLR035","Klinik Kesihatan Teluk Panglima Garang","42500 Kuala Langat  Selangor ","KK","Batch 4","CENTRAL","PO108230","2017-02-01","SLNCES040","NBE","SELANGOR","KUALA LANGAT","2017-06-15 11:00AM","2017-06-15 11:00AM","0000864-03","Products Installed",
"1954","09 05","QMS 09/05/04/014518","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Induction Burner, Wax","Amann Girrbach","NO FLAME PLUS","Induction Burner, Wax","WKL036","Klinik Pergigian Sentul","189A Jalan Perhentian  Off Jalan Hajisalleh  51100 K  Lumpur","KK","Batch 4","CENTRAL","PO106714","2016-09-01","WKNINB011","NBE","W.P KUALA LUMPUR","KEPONG","2017-06-15 2:30PM","2017-06-15 2:30PM","AAC08299","Products Installed",
"1955","09 05","QMS 09/05/04/014519","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Induction Burner, Wax","Amann Girrbach","NO FLAME PLUS","Induction Burner, Wax","WKL036","Klinik Pergigian Sentul","189A Jalan Perhentian  Off Jalan Hajisalleh  51100 K  Lumpur","KK","Batch 4","CENTRAL","PO106714","2016-09-01","WKNINB012","NBE","W.P KUALA LUMPUR","KEPONG","2017-06-15 2:30PM","2017-06-15 2:30PM","AAC08300","Products Installed",
"1956","09 08","QMS 09/08/04/014535","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Light Polymerisation Unit","Motion Dental Equipment Corporation","BLUE-LUX K9","Light Polymerisation Unit","WKL142","Klinik Pergigian Di Klinik Kesihatan Putrajaya","No 1 Jalan P9E  Presint 9  62250 Putrajaya  PPD Address  Pejabat Pergigian Daera","KK","Batch 4","CENTRAL","PO106734","2016-09-01","WKPLIP007","PBE","W.P KUALA LUMPUR","PUTRAJAYA","2017-06-15 11:00AM","2017-06-15 11:00AM","170217048","Products Installed",
"1957","09 07","QMS 09/07/04/014293","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Baths, Paraffin, Dental","Renfert GmbH","HOTTY LED","Baths, Paraffin, Dental","JHR455","Klinik Pergigian Di Klinik Kesihatan Jalan Mengkibol","Klinik Kesihatan Jalan Mengkibol  Kluang 86000 Johor","KK","Batch 4","SOUTHERN","PO106676","2016-09-01","JHPBAD020","PBE","JOHOR","KLUANG","2017-06-14 12:00PM","2017-06-14 12:00PM","A1256488","Products Installed",
"1958","09 07","QMS 09/07/04/014294","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Baths, Paraffin, Dental","Renfert GmbH","HOTTY LED","Baths, Paraffin, Dental","JHR454","Klinik Pergigian Di Klinik Kesihatan Paloh","Klinik Kesihatan Paloh  Kluang  86000 Johor","KK","Batch 4","SOUTHERN","PO106676","2016-09-01","JHPBAD019","PBE","JOHOR","KLUANG","2017-06-14 10:00AM","2017-06-14 10:00AM","A1256482","Products Installed",
"1959","09 07","QMS 09/07/04/014295","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Baths, Paraffin, Dental","Renfert GmbH","HOTTY LED","Baths, Paraffin, Dental","JHR453","Klinik Pergigian Di Klinik Kesihatan Renggam","Klinik Kesihatan Renggam  Kluang 86000 Johor","KK","Batch 4","SOUTHERN","PO106676","2016-09-01","JHPBAD018","PBE","JOHOR","KLUANG","2017-06-14 2:00PM","2017-06-14 2:00PM","A1256506","Products Installed",
"1960","09 07","QMS 09/07/04/014296","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Baths, Paraffin, Dental","Renfert GmbH","HOTTY LED","Baths, Paraffin, Dental","JHR452","Klinik Pergigian Di Klinik Kesihatan Simpang Renggam","Klinik Kesihatan  Simpang Renggam  Kluang 86000 Johor","KK","Batch 4","SOUTHERN","PO106676","2016-09-01","JHPBAD017","PBE","JOHOR","KLUANG","2017-06-14 3:30PM","2017-06-14 3:30PM","A1256483","Products Installed",
"1961","09 08","QMS 09/08/04/014530","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Light Polymerisation Unit","Motion Dental Equipment Corporation","BLUE-LUX K9","Light Polymerisation Unit","SLR375","Klinik Pergigian Di Klinik Kesihatan Bandar Sri Putra","Jln 1 9  Bandar Seri Putra   43300 Kajang Selangor ","KK","Batch 4","CENTRAL","PO106734","2016-09-01","SLPLIP035","PBE","SELANGOR","HULU LANGAT","2017-06-14 10:30AM","2017-06-14 10:30AM","170217039","Products Installed",
"1962","09 08","QMS 09/08/04/014531","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Light Polymerisation Unit","Motion Dental Equipment Corporation","BLUE-LUX K9","Light Polymerisation Unit","SLR375","Klinik Pergigian Di Klinik Kesihatan Bandar Sri Putra","Jln 1 9  Bandar Seri Putra   43300 Kajang Selangor ","KK","Batch 4","CENTRAL","PO106734","2016-09-01","SLPLIP036","PBE","SELANGOR","HULU LANGAT","2017-06-14 10:30AM","2017-06-14 10:30AM","170217040","Products Installed",
"1963","09 08","QMS 09/08/04/014532","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Light Polymerisation Unit","Motion Dental Equipment Corporation","BLUE-LUX K9","Light Polymerisation Unit","SLR376","Klinik Pergigian Di Klinik Kesihatan Sungai Chua","Kaw  Perindustrian Sg Chua  Sg Ramal Luar  43000 Sungai Chua  Kajang  Selangor","KK","Batch 4","CENTRAL","PO106734","2016-09-01","SLPLIP037","PBE","SELANGOR","HULU LANGAT","2017-06-14 2:30PM","2017-06-14 2:30PM","170217041","Products Installed",
"1964","02 04","QMS 02/04/04/017079","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PNG009","Klinik Kesihatan Bukit Minyak","Jln Bkt Minyak 14000 Bkt Mertajam","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PNPSPN081","PBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-06-14 2:00PM","2017-06-14 2:00PM","3094196","Products Installed",
"1965","02 04","QMS 02/04/04/017080","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PNG010","Klinik Kesihatan Kubang Semang","Kubang Semang 14400 Bkt Mertajam","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PNPSPN086","PBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-06-14 11:30AM","2017-06-14 11:30AM","3094069","Products Installed",
"1966","02 04","QMS 02/04/04/017081","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PNG011","Klinik Kesihatan Perai","Jln Baru  Perai 13500 Bkt Mertajam","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PNPSPN091","PBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-06-14 9:30AM","2017-06-14 9:30AM","3093938","Products Installed",
"1967","02 04","QMS 02/04/04/017082","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PNG012","Klinik Kesihatan Seberang Jaya","Jln Perpustakaan 13700 Seberang Jaya","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PNPSPN096","PBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-06-14 10:30AM","2017-06-14 10:30AM","3094086","Products Installed",
"1968","05 10","QMS 05/10/04/017493","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","PNG009","Klinik Kesihatan Bukit Minyak","Jln Bkt Minyak 14000 Bkt Mertajam","KK","Batch 4","NORTHERN","PO108230","2017-02-01","PNNCES010","NBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-06-14 11:00AM","2017-06-14 11:00AM","0000867-03","Products Installed",
"1969","05 10","QMS 05/10/04/017494","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","PNG011","Klinik Kesihatan Perai","Jln Baru  Perai 13500 Bkt Mertajam","KK","Batch 4","NORTHERN","PO108230","2017-02-01","PNNCES012","NBE","PULAU PINANG","SEBERANG PERAI TENGAH","2017-06-14 9:00AM","2017-06-14 9:00AM","0000886-03","Products Installed",
