 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Actual T&C Date,Delivery Status,
"3002","01 05","QMS 01/05/07/027862","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK060","Klinik Kesihatan Serasot","Klinik Kesihatan Serasot  Bau  94000  Bau","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB200","PBE","SARAWAK","KUCHING","2018-05-04 8:00AM","2018-05-04 8:00AM","3008-14-2632","07-05-2018","Products Installed",
"3003","01 05","QMS 01/05/07/027863","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK061","Klinik Kesihatan Singai","Klinik Kesihatan Singai  Bau   94000 Bau","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB202","PBE","SARAWAK","KUCHING","2018-05-04 8:00AM","2018-05-04 8:00AM","3008-14-2261","07-05-2018","Products Installed",
"3004","01 05","QMS 01/05/07/027864","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK062","Klinik Kesihatan Biawak","Klinik Kesihatan Biawak  Jalan Biawak  Lundu   94500  Lundu","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB204","PBE","SARAWAK","KUCHING","2018-05-02 8:00AM","2018-05-02 8:00AM","3008-14-2263","11-05-2018","Products Installed",
"3005","01 05","QMS 01/05/07/027865","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK063","Klinik Kesihatan Sampadi","D A Peg  Kesihatan Daerah Lundu   Jln Lundu Sekambal  Lundu    94500 Lundu","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB206","PBE","SARAWAK","KUCHING","2018-05-02 8:00AM","2018-05-02 8:00AM","3008-14-2629","07-05-2018","Products Installed",
"3006","01 05","QMS 01/05/07/027866","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK066","Klinik Kesihatan Batu Danau","Klinik Kesihatan Batu Danau  Limbang   98700  Limbang","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB209","PBE","SARAWAK","LIMBANG","2018-05-03 8:00AM","2018-05-03 8:00AM","3008-14-2647","22-05-2018","Products Installed",
"3007","01 05","QMS 01/05/07/027867","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK067","Klinik Kesihatan Kuala Medalam","D A Peg  Kesihatan Bahagian Limbang  Jalan Pandaruan   Limbang  98700 Limbang","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB211","PBE","SARAWAK","LIMBANG","2018-05-03 8:00AM","2018-05-03 8:00AM","3008-14-2818","22-05-2018","Products Installed",
"3008","01 05","QMS 01/05/07/027868","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK068","Klinik Kesihatan Nanga Medamit","Klinik Kesihatan Nanga Medamit  Limbang  98700  Limbang","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB213","PBE","SARAWAK","LIMBANG","2018-05-03 8:00AM","2018-05-03 8:00AM","3008-14-2648","22-05-2018","Products Installed",
"3009","01 05","QMS 01/05/07/027869","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK069","Klinik Kesihatan Nanga Merit","Klinik Kesihatan Nanga Merit  Limbang   98700 Limbang","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB215","PBE","SARAWAK","LIMBANG","2018-05-03 8:00AM","2018-05-03 8:00AM","3008-14-2520","22-05-2018","Products Installed",
"3010","01 05","QMS 01/05/07/027870","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK070","Klinik Kesihatan Penganan","Klinik Kesihatan Penganan  Limbang  98700  Limbang","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB217","PBE","SARAWAK","LIMBANG","2018-05-03 8:00AM","2018-05-03 8:00AM","3008-14-2645","22-05-2018","Products Installed",
"3011","01 05","QMS 01/05/07/027871","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK071","Klinik Kesihatan Ba Kelalan","Klinik Kesihatan Ba Kelalan  Limbang   98700  Limbang","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB219","PBE","SARAWAK","LIMBANG","2018-05-03 8:00AM","2018-05-03 8:00AM","3008-14-2808","07-06-2018","Products Installed",
"3012","01 05","QMS 01/05/07/027872","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK074","Klinik Kesihatan Long Semadoh","Klinik Kesihatan Long Semadoh  98850  Lawas","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB221","PBE","SARAWAK","LIMBANG","2018-05-04 8:00AM","2018-05-04 8:00AM","3008-14-2838","21-05-2018","Products Installed",
"3013","01 05","QMS 01/05/07/027873","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK075","Klinik Kesihatan Long Sukang","Klinik Kesihatan Long Sukang  Kg  Long Sukang  98850Lawas","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB223","PBE","SARAWAK","LIMBANG","2018-05-04 8:00AM","2018-05-04 8:00AM","3008-14-2642","21-05-2018","Products Installed",
"3014","01 05","QMS 01/05/07/027874","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK079","Klinik Kesihatan Sundar","Klinik Kesihatan Sundar   Lawas    98800  Lawas","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB228","PBE","SARAWAK","LIMBANG","2018-05-04 8:00AM","2018-05-04 8:00AM","3008-14-2646","21-05-2018","Products Installed",
"3015","01 05","QMS 01/05/07/027876","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK083","Klinik Kesihatan Ladang Tiga","Klinik Kesihatan Ladang Tiga  Miri   98000 Miri","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB232","PBE","SARAWAK","MIRI","2018-05-07 8:00AM","2018-05-07 8:00AM","3008-14-0107","04-07-2018","Products Installed",
"3016","01 05","QMS 01/05/07/027877","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK086","Klinik Kesihatan Tun Haji Openg","D A Pejabat Kesihatan Bahagian Miri  Jalan Temenggong Oyong Lawai Jau  98000 Mir","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB235","PBE","SARAWAK","MIRI","2018-05-07 8:00AM","2018-05-07 8:00AM","3008-14-0090","04-07-2018","Products Installed",
"3017","01 05","QMS 01/05/07/027878","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK087","Klinik Kesihatan Jambatan Suai","D A Pejabat Kesihatan Bahagian Miri   Jalan TemenggongOyong Lawai Jau  98000 Mir","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB237","PBE","SARAWAK","MIRI","2018-05-07 8:00AM","2018-05-07 8:00AM","3008-14-0103","27-06-2018","Products Installed",
"3018","01 05","QMS 01/05/07/027879","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK096","Klinik Kesihatan Long Lama","D A Peg  Kesihatan Daerah  Daerah Baram  Jalan Hospital Marudi 98050 Baram","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB242","PBE","SARAWAK","MIRI","2018-05-07 8:00AM","2018-05-07 8:00AM","3008-14-0098","27-06-2018","Products Installed",
"3019","01 05","QMS 01/05/07/027880","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK107","Klinik Kesihatan Beluru","D A Peg  Kesihatan Daerah  Daerah Baram  Jalan Hospital  Marudi 98050  Baram","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB248","PBE","SARAWAK","MIRI","2018-05-07 8:00AM","2018-05-07 8:00AM","3008-14-0093","04-07-2018","Products Installed",
"3020","01 05","QMS 01/05/07/027882","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK155","Klinik Kesihatan Julau","Klinik Kesihatan Julau  96600  Julau","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB306","PBE","SARAWAK","SARIKEI","2018-04-27 8:00AM","2018-04-27 8:00AM","3008-14-2619","19-06-2018","Products Installed",
"3021","01 05","QMS 01/05/07/027883","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK162","Klinik Kesihatan Pakan","Klinik Kesihatan Pakan  96150  Pakan","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB311","PBE","SARAWAK","SARIKEI","2018-05-09 8:00AM","2018-05-09 8:00AM","3008-14-2622","02-07-2018","Products Installed",
"3022","01 05","QMS 01/05/07/027884","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK164","Klinik Kesihatan Nanga Kara","Klinik Kesihatan Nanga Kara   96150  Pakan","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB314","PBE","SARAWAK","SARIKEI","2018-05-09 8:00AM","2018-05-09 8:00AM","3008-14-2612","19-06-2018","Products Installed",
"3023","01 05","QMS 01/05/07/027885","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK165","Klinik Kesihatan Nanga Wak","Klinik Kesihatan Nanga Wak   96150  Pakan","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB316","PBE","SARAWAK","SARIKEI","2018-05-09 8:00AM","2018-05-09 8:00AM","3008-14-2614","30-05-2018","Products Installed",
"3024","01 05","QMS 01/05/07/027886","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK197","Klinik Kesihatan Ibu dan Anak Bau","Jln Hospital Bau  94000  Bau","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB348","PBE","SARAWAK","KUCHING","2018-05-02 8:00AM","2018-05-02 8:00AM","3008-14-2277","07-05-2018","Products Installed",
"3025","01 05","QMS 01/05/07/027887","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK200","Klinik Kesihatan Ibu dan Anak Malaysia Jaya","Jln Astana  93050  Kuching","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB350","PBE","SARAWAK","KUCHING","2018-04-30 8:00AM","2018-04-30 8:00AM","3008-14-2279","07-05-2018","Products Installed",
"3026","01 05","QMS 01/05/07/027888","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK201","Klinik Kesihatan Ibu dan Anak Gita","Jln KPg Gita  93050  Kuching","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB352","PBE","SARAWAK","KUCHING","2018-04-30 8:00AM","2018-04-30 8:00AM","3008-14-2289","07-05-2018","Products Installed",
"3027","01 05","QMS 01/05/07/027889","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK202","Klinik Kesihatan Ibu dan Anak Kota Padawan","Jln Penrissen Bt  10  93250  Lundu","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB354","PBE","SARAWAK","KUCHING","2018-05-07 8:00AM","2018-05-07 8:00AM","3008-14-2271","14-05-2018","Products Installed",
"3028","01 05","QMS 01/05/07/027890","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK205","Klinik Kesihatan Ibu dan Anak Limbang","Jln  Kubu  98700  Limbang","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB358","PBE","SARAWAK","LIMBANG","2018-05-03 8:00AM","2018-05-03 8:00AM","3008-14-2651","22-05-2018","Products Installed",
"3029","01 05","QMS 01/05/07/027891","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK212","Klinik Kesihatan Ibu dan Anak  Bintawa","Jln Petra Jaya  93050  Kuching","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB368","PBE","SARAWAK","KUCHING","2018-05-02 8:00AM","2018-05-02 8:00AM","3008-14-2275","21-05-2018","Products Installed",
"3030","01 05","QMS 01/05/07/027892","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK216","Klinik Desa Bengoh","D A Peg  Kes  Bahagian  Jln  Tuan Ahmad Zaidibadruce 93150  Kuching","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB375","PBE","SARAWAK","KUCHING","2018-05-02 8:00AM","2018-05-02 8:00AM","3008-14-2265","07-05-2018","Products Installed",
"3031","01 05","QMS 01/05/07/027893","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK218","Klinik Desa Muara Tebas","Jln Muara Tebas  93010  Kuching","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB377","PBE","SARAWAK","KUCHING","2018-05-02 8:00AM","2018-05-02 8:00AM","3008-14-2267","07-05-2018","Products Installed",
"3032","01 05","QMS 01/05/07/027894","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK222","Klinik Desa Siniawan","Jln Siniawan  94000  Bau","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB382","PBE","SARAWAK","KUCHING","2018-05-10 8:00AM","2018-05-10 8:00AM","3008-14-2269","07-05-2018","Products Installed",
"3033","01 05","QMS 01/05/07/027895","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK224","Klinik Desa Sungai Rusa","Jalan Sungai Rusa Sarikei  96100  Sarikei","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB385","PBE","SARAWAK","SARIKEI","2018-05-10 8:00AM","2018-05-10 8:00AM","3008-14-2606","07-06-2018","Products Installed",
"3034","01 13","QMS 01/13/07/028283","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SWK067","Klinik Kesihatan Kuala Medalam","D A Peg  Kesihatan Bahagian Limbang  Jalan Pandaruan   Limbang  98700 Limbang","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SWNSCI054","NBE","SARAWAK","LIMBANG","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170273","22-05-2018","Products Installed",
"3035","01 13","QMS 01/13/07/028284","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SWK071","Klinik Kesihatan Ba Kelalan","Klinik Kesihatan Ba Kelalan  Limbang   98700  Limbang","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SWNSCI055","NBE","SARAWAK","LIMBANG","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170044","02-07-2018","Products Installed",
"3036","01 13","QMS 01/13/07/028285","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SWK075","Klinik Kesihatan Long Sukang","Klinik Kesihatan Long Sukang  Kg  Long Sukang  98850Lawas","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SWNSCI056","NBE","SARAWAK","LIMBANG","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170066","14-06-2018","Products Installed",
"3037","01 13","QMS 01/13/07/028286","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SWK079","Klinik Kesihatan Sundar","Klinik Kesihatan Sundar   Lawas    98800  Lawas","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SWNSCI057","NBE","SARAWAK","LIMBANG","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170075","26-04-2018","Products Installed",
"3038","01 13","QMS 01/13/07/028287","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","WKL143","Klinik 1 Malaysia Desa Rejang","Ppr Desa Rejang  53300 Setapak Kuala Lumpur","KK","Batch 7","CENTRAL","PO106726","2016-09-01","WKNSCI015","NBE","W.P KUALA LUMPUR","TITIWANGSA","2018-04-23 9:00AM","2018-04-23 9:00AM","8354222170231","25-04-2018","Products Installed",
"3039","01 13","QMS 01/13/07/028288","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","WKL144","Klinik 1 Malaysia Desa Tun Razak","Ppr Desa Tun Razak  08 00 05 Jalan 9 118B  56000 Cheras  Kuala Lumpur","KK","Batch 7","CENTRAL","PO106726","2016-09-01","WKNSCI016","NBE","W.P KUALA LUMPUR","CHERAS","2018-04-17 9:00AM","2018-04-17 9:00AM","PO106726","31-05-2018","Products Installed",
"3040","01 13","QMS 01/13/07/028289","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","WKL145","Klinik 1 Malaysia Intan Baiduri","Aras Bawah Blok A  Pprt Intan Baiduri Kepong Utara  52100 Kepong  Kuala Lumpur","KK","Batch 7","CENTRAL","PO106726","2016-09-01","WKNSCI017","NBE","W.P KUALA LUMPUR","KEPONG","2018-04-18 9:00AM","2018-04-18 9:00AM","8354222170258","15-05-2018","Products Installed",
"3041","01 13","QMS 01/13/07/028290","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","WKL146","Klinik 1 Malaysia Kerinchi","Aras Bawah Blok B 0 1 Kuarters Dbkl Jalan Pantai Dalam  59000 Kuala Lumpur","KK","Batch 7","CENTRAL","PO106726","2016-09-01","WKNSCI018","NBE","W.P KUALA LUMPUR","LEMBAH PANTAI","2018-04-19 9:00AM","2018-04-19 9:00AM","8354222170351","22-05-2018","Products Installed",
